姓名,字,日文,简体,拼音,假名,女,異民族,"S01
身體","S01
知力","S01
武力","S01
魅力","S01
運勢","S02
知力","S02
武力","S02
魅力","S03
陸指","S03
水指","S03
武力","S03
知力","S03
政治","S03
魅力","S04
統率","S04
武力","S04
知力","S04
政治","S04
魅力","S05
武力","S05
知力","S05
政治","S05
魅力","S06
統率","S06
武力","S06
知力","S06
政治","S06
魅力","S07
武力","S07
知力","S07
政治","S07
魅力","S08
武力","S08
知力","S08
政治","S08
魅力","S09
統率","S09
武力","S09
知力","S09
政治","S10
統率","S10
武力","S10
知力","S10
政治","S10
魅力","S11
統率","S11
武力","S11
知力","S11
政治","S11
魅力","S12
統率","S12
武力","S12
知力","S12
政治",備註
薛悌,,薛悌,薛悌,Xuē Tì,セツテイ,,,,,,,,,,,42,17,49,61,65,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
薛蘭,,薛蘭,薛兰,Xuē Lán,セツラン,,,,,,,,,,,55,20,61,51,39,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
薛禮,,薛礼,薛礼,Xuē Lǐ,セツレイ,,,,,,,,,,,59,22,62,54,42,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
全禕,,全禕,全祎,Quán Yī,ゼンイ,,,,,,,,,,,,,,,,,67,76,61,37,61,76,62,35,63,74,69,62,39,63,53,46,48,56,59,51,47,55,64,71,39,37,61,66,45,34,56,61,68,44,32,56,,,,,
全懌,,全懌,全怿,Quán Yì,ゼンエキ,,,,,,,,,,,,,,,,,69,77,66,40,63,78,63,40,61,,,,,,,,,,64,48,42,54,63,63,39,47,60,62,37,46,54,60,63,38,43,53,,,,,
全紀,,全紀,全纪,Quán Jì,ゼンキ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,53,49,61,64,68,53,70,51,69,55,70,64,49,69,61,70,63,,,,,
單經,,単経,单经,Dān Jīng,ゼンケイ,,,,,,,,,,,,,,,,,,,,,,,,,,68,61,68,51,56,60,48,50,57,60,46,49,57,70,72,49,63,70,63,44,48,55,71,68,43,49,54,71,68,43,49,
全尚,,全尚,全尚,Quán Shàng,ゼンショウ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,28,46,56,3,8,4,40,5,6,11,38,56,2,4,12,41,59,,,,,
全琮,子璜,全琮,全琮,Quán Cóng,ゼンソウ,,,73,22,52,53,82,27,52,67,73,70,82,70,36,73,72,82,68,36,73,85,76,62,78,79,77,74,65,75,80,63,58,73,74,65,63,73,79,70,71,72,79,70,73,72,64,78,72,71,61,67,78,72,75,61,
全端,,全端,全端,Quán Duān,ゼンタン,,,,,,,,,,,,,,,,,66,79,65,36,63,75,60,31,62,64,73,61,40,60,67,42,41,58,67,42,39,55,69,67,36,43,64,65,38,39,57,67,64,39,37,59,67,64,39,37,
千萬,,千万,千万,Qiān Wàn,センバン,,氐,,,,,,,,,,,,,,,,,,,,,,,,31,78,42,28,21,,,,,,,,,,,,,,,,,,,,,,,,,,,
曹安民,,曹安民,曹安民,Cáo Ānmín,ソウアンミン,,,,,,,,,,,62,16,69,65,53,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
曹宇,彭祖,曹宇,曹宇,Cáo Yǔ,ソウウ,,,,,,,,,,,64,23,69,68,71,74,62,69,67,71,75,71,64,71,74,67,55,67,75,80,52,34,44,56,52,36,49,56,51,25,34,42,49,44,35,52,60,50,43,37,52,60,50,43,37,52,
曹叡,元仲,曹叡,曹叡,Cáo Ruì,ソウエイ,,,81,84,41,95,89,83,71,84,64,60,68,80,72,73,62,65,80,73,73,56,81,74,80,57,55,82,76,94,74,84,82,90,58,85,82,89,80,50,85,89,75,48,84,82,90,72,52,82,82,88,72,52,82,82,
宋果,,宋果,宋果,Sòng Guǒ,ソウカ,,,,,,,,,,,49,19,56,48,43,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
曹奐,景明,曹奐,曹奂,Cáo Huàn,ソウカン,,,,,,,,,,,41,16,43,50,52,59,40,28,38,39,60,17,44,46,64,34,24,42,51,80,26,37,48,63,25,29,48,63,8,8,26,40,14,13,31,40,64,13,15,30,45,65,30,28,30,45,
曹羲,,曹羲,曹羲,Cáo Xī,ソウギ,,,,,,,,,,,52,14,64,59,44,50,53,67,48,41,60,67,38,44,59,64,57,71,70,66,41,58,64,46,41,22,38,40,18,24,48,40,30,26,58,64,45,30,26,50,53,45,,,,,
曹休,文烈,曹休,曹休,Cáo Xiū,ソウキュウ,,,88,43,60,91,46,68,74,71,72,70,72,65,58,78,74,73,65,59,74,74,65,54,73,75,71,70,61,72,73,68,58,61,74,60,63,67,74,73,43,42,76,75,63,59,69,74,75,58,56,67,74,75,62,56,
曹訓,,曹訓,曹训,Cáo Xùn,ソウクン,,,,,,,,,,,73,71,71,62,54,74,75,69,56,52,69,64,46,52,67,67,63,30,46,62,36,28,44,38,36,20,32,38,11,36,7,21,19,37,7,13,26,18,34,11,13,28,,,,,
宋謙,,宋謙,宋谦,Sòng Qiān,ソウケン,,,65,30,66,72,15,31,66,51,63,51,68,30,22,52,,,,,,,,,,,,,,,,,,,77,53,48,62,66,75,47,39,61,78,44,39,64,66,78,42,39,64,66,78,42,39,
宋憲,,宋憲,宋宪,Sòng Xiàn,ソウケン,,,74,36,59,60,28,43,57,38,50,42,59,45,41,33,50,58,47,48,38,66,43,45,34,42,63,41,51,27,55,32,36,30,71,46,37,36,68,76,41,36,69,78,36,28,29,68,77,38,27,31,68,77,38,27,
曹彥,,曹彦,曹彦,Cáo Yàn,ソウゲン,,,,,,,,,,,62,24,66,60,68,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
曹昂,子脩,曹昂,曹昂,Cáo Áng,ソウコウ,,,61,59,61,92,16,52,59,60,58,19,60,54,50,67,54,60,53,49,68,67,52,43,74,44,65,62,45,84,64,59,46,58,64,56,53,77,72,60,65,73,74,62,68,74,77,74,67,66,68,77,74,67,69,68,
曹洪,子廉,曹洪,曹洪,Cáo Hóng,ソウコウ,,,76,29,48,85,33,50,72,70,74,72,74,47,41,75,76,75,45,42,70,79,45,63,71,72,69,44,64,72,73,51,38,58,82,49,44,51,80,81,40,24,82,80,47,40,54,79,81,44,35,54,79,81,44,35,
曹純,子和,曹純,曹纯,Cáo Chún,ソウジュン,,,82,25,65,87,40,52,62,47,54,20,60,51,42,43,55,62,51,44,49,63,63,44,61,66,57,72,72,71,70,43,40,53,75,60,62,76,71,69,59,49,76,71,62,43,75,75,71,60,35,72,75,71,63,35,
曹遵,,曹遵,曹遵,Cáo Zūn,ソウジュン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,41,39,49,,,,,,,,,,,,,,,,,,,
曹彰,子文,曹彰,曹彰,Cáo Zhāng,ソウショウ,,,,,,,,60,92,72,81,71,93,42,39,70,81,94,41,38,70,92,41,24,79,75,88,37,25,83,86,28,26,64,88,40,37,72,88,91,44,35,84,88,39,30,68,82,90,40,35,76,82,90,40,35,
曹植,子建,曹植,曹植,Cáo Zhí,ソウショク,,,74,92,42,97,30,80,15,80,12,10,15,76,82,83,20,14,89,75,82,10,91,80,84,19,19,90,66,94,26,90,64,78,26,79,66,78,22,31,84,75,20,22,85,70,79,18,22,81,70,80,33,22,81,70,
曹真,子丹,曹真,曹真,Cáo Zhēn,ソウシン,,,84,78,79,90,75,56,65,62,78,70,73,61,48,72,79,71,61,50,72,79,68,55,74,82,67,65,56,75,74,58,48,78,71,67,65,83,83,71,67,66,88,72,67,71,87,87,74,68,72,88,81,74,70,72,
曹仁,子孝,曹仁,曹仁,Cáo Rén,ソウジン,,,74,64,56,87,59,64,84,63,79,72,83,62,57,67,79,83,61,58,68,85,68,60,71,74,79,62,55,70,85,74,43,73,84,58,54,78,86,88,42,49,90,88,60,53,80,89,86,56,46,76,89,86,62,46,
曹性,,曹性,曹性,Cáo Xìng,ソウセイ,,,,,,,,,,,66,25,70,57,52,49,,,,,,67,46,42,46,44,69,51,66,37,68,31,30,45,68,31,30,42,58,71,37,29,55,74,39,28,34,54,74,38,27,39,54,74,38,27,
曹節,,曹節,曹节,Cáo Jié,ソウセツ,女,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,2,75,77,
曹操,孟德,曹操,曹操,Cáo Cāo,ソウソウ,,,88,93,94,100,97,95,91,95,93,59,89,94,90,98,99,88,92,97,98,87,96,97,98,100,80,95,98,97,92,93,92,97,68,91,94,96,99,72,92,96,99,71,92,96,96,96,72,91,94,96,99,72,91,94,
曹爽,昭伯,曹爽,曹爽,Cáo Shuǎng,ソウソウ,,,,,,,,54,64,64,59,27,65,52,48,62,57,64,50,49,61,64,42,54,67,68,62,31,71,67,56,30,69,65,56,23,35,58,35,28,31,72,37,34,30,69,48,39,33,30,66,51,39,33,30,66,
曹沖,倉舒,曹沖,曹沖,Cáo Chōng,ソウチュウ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,25,91,84,14,7,80,74,77,31,21,85,79,83,31,21,85,79,
宋忠,,宋忠,宋忠,Sòng Zhōng,ソウチュウ,,,,,,,,39,32,57,29,13,33,41,55,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
臧霸,宣高,臧覇,臧霸,Zāng Bà,ゾウハ,,,,,,,,,,,57,14,62,54,43,67,44,77,44,33,72,79,44,28,72,44,78,43,35,72,80,45,52,71,72,45,52,66,75,72,46,52,73,72,49,56,69,74,75,52,56,71,78,75,53,56,
曹丕,子桓,曹丕,曹丕,Cáo Pī,ソウヒ,,,85,74,92,97,92,76,70,80,65,25,68,65,73,70,76,75,64,80,77,75,72,77,85,72,69,75,86,95,83,86,82,81,71,86,83,85,65,70,86,85,64,70,86,87,84,70,71,83,86,82,70,71,83,86,
曹豹,,曹豹,曹豹,Cáo Bào,ソウヒョウ,,,45,27,18,15,20,13,19,15,52,18,52,24,20,21,17,67,15,16,13,69,12,17,16,34,70,16,14,16,68,21,19,26,69,36,28,28,61,73,35,28,55,70,34,23,26,54,69,32,21,26,54,69,32,21,
曹芳,蘭卿,曹芳,曹芳,Cáo Fāng,ソウホウ,,,,,,,,,,,46,13,50,47,54,56,45,53,47,55,55,53,37,55,58,50,20,31,60,74,18,30,62,71,18,30,58,71,7,6,29,55,3,8,28,54,71,5,3,27,48,72,20,14,27,48,
宗寶,,宗宝,宗宝,Zōng Bǎo,ソウホウ,,,,,,,,,,,54,25,69,57,48,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
曹髦,彥士,曹髦,曹髦,Cáo Máo,ソウボウ,,,,,,,,,,,58,20,64,37,31,35,43,63,35,30,39,61,34,30,57,53,32,30,35,79,16,34,71,74,28,32,68,74,61,69,56,76,57,43,59,72,76,54,61,59,75,80,54,61,59,75,
曹熊,,曹熊,曹熊,Cáo Xióng,ソウユウ,,,,,,,,,,,51,22,63,60,65,42,52,64,59,66,47,44,39,62,70,59,27,44,69,83,14,34,35,53,14,31,39,61,14,6,50,55,7,3,53,65,67,9,5,52,64,68,9,5,53,64,SAN12 家機版限定武將。
宗預,,宗預,宗预,Zōng Yù,ソウヨ,,,,,,,,,,,,,,,,,33,36,72,40,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
宋揚,,宋揚,宋扬,Sòng Yáng,ソウヨウ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,44,32,39,,,,,,,,,,,,,,,,,,,
沮鵠,,沮鵠,沮鹄,Jǔ Hú,ソコク,,,,,,,,,,,62,24,64,52,41,63,,,,,,57,60,31,64,,,,,,,,,,,,,,66,48,68,67,57,53,67,66,71,55,51,66,67,72,,,,,
沮授,,沮授,沮授,Jǔ Shòu,ソジュ,,,85,88,56,53,21,84,61,76,71,69,60,85,73,75,78,53,87,88,80,60,90,91,85,82,54,88,85,79,28,85,84,73,33,85,87,76,79,31,93,92,79,37,88,90,76,78,35,90,89,74,78,35,90,89,
蘇飛,,蘇飛,苏飞,Sū Fēi,ソヒ,,,,,,,,,,,68,30,69,30,16,73,64,68,30,16,75,70,40,26,74,67,63,49,30,71,58,41,43,63,68,48,50,67,70,69,61,58,67,62,67,66,66,69,63,66,62,63,69,63,66,62,
祖茂,大榮,祖茂,祖茂,Zǔ Mào,ソモ,,,,,,,,,,,70,70,70,62,58,87,60,70,62,58,83,74,63,58,77,71,68,71,54,76,64,43,48,60,69,58,50,61,72,70,64,53,70,74,62,55,63,70,71,62,53,65,70,71,66,53,
蘇由,,蘇由,苏由,Sū Yóu,ソユウ,,,,,,,,,,,59,21,59,44,25,52,,,,,,,,,,,,,,,,,,,,,,,56,65,48,37,51,61,48,35,46,50,59,49,41,49,,,,,
孫異,,孫異,孙异,Sūn Yì,ソンイ,,,,,,,,,,,62,82,70,60,49,71,78,65,58,47,70,68,58,45,65,57,62,57,55,71,63,36,39,42,65,42,40,51,73,69,60,68,72,68,57,63,59,69,71,55,62,61,,,,,
孫和,子孝,孫和,孙和,Sūn Hé,ソンカ,,,,,,,,37,39,79,35,28,39,50,58,80,37,36,48,51,77,16,71,51,78,35,25,71,61,77,32,43,63,52,33,68,72,70,32,44,66,72,23,31,67,73,70,31,39,68,71,76,31,39,68,71,
孫觀,仲台,孫観,孙观,Sūn Guān,ソンカン,,,,,,,,,,,62,54,67,49,38,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,78,51,39,66,72,78,51,39,
孫桓,叔武,孫桓,孙桓,Sūn Huán,ソンカン,,,88,32,85,88,84,47,56,63,63,81,70,52,58,73,75,71,60,52,73,75,70,48,80,79,65,70,62,78,72,68,66,63,75,75,69,79,85,72,78,74,79,73,77,68,78,82,73,72,68,78,82,73,76,68,
孫冀,,孫冀,孙冀,Sūn Jì,ソンキ,,,,,,,,,,,66,84,74,72,53,66,70,63,70,52,69,70,50,28,52,,,,,,,,,,60,68,54,66,66,62,50,57,62,65,52,60,66,60,67,51,60,66,,,,,
孫休,子烈,孫休,孙休,Sūn Xiū,ソンキュウ,,,,,,,,,,,40,19,42,58,65,59,50,38,69,64,66,39,61,67,80,63,43,64,70,85,41,63,86,84,41,63,84,83,64,39,79,72,57,42,79,75,83,57,39,78,75,81,57,42,78,76,
孫匡,,孫匡,孙匡,Sūn Kuāng,ソンキョウ,,,,,,,,,,,58,37,59,59,68,53,57,45,57,66,51,55,51,53,70,63,54,58,72,75,38,46,66,56,39,44,64,56,42,51,44,64,42,52,47,64,56,52,46,44,65,56,,,,,
孫歆,,孫歆,孙歆,Sūn Xīn,ソンキン,,,,,,,,,,,,,,,,,50,68,41,33,47,69,39,31,41,66,63,33,32,37,64,32,37,35,67,32,38,35,72,71,43,44,68,70,38,40,35,66,69,35,38,36,,,,,
孫乾,公祐,孫乾,孙干,Sūn Qián,ソンケン,,,79,78,36,34,52,78,37,91,34,21,38,70,77,90,33,41,70,74,90,33,75,79,90,42,33,73,75,85,56,64,85,87,38,64,85,86,33,32,71,86,30,35,72,87,88,34,33,78,84,84,34,33,79,84,
孫堅,文台,孫堅,孙坚,Sūn Jiān,ソンケン,,,37,85,96,98,26,87,90,89,81,90,90,84,72,87,95,92,83,68,91,94,85,59,93,96,95,76,59,95,90,74,61,92,90,71,62,92,96,91,77,78,98,89,77,72,91,93,90,74,73,91,94,90,79,73,
孫權,仲謀,孫権,孙权,Sūn Quán,ソンケン,,,93,94,93,99,99,89,87,98,80,95,86,87,71,98,89,82,87,73,97,82,88,79,96,90,77,83,78,96,74,81,83,85,67,83,86,93,73,67,83,89,76,68,83,89,94,76,67,80,89,95,79,67,80,89,
孫皓,元宗,孫皓,孙皓,Sūn Hào,ソンコウ,,,,,,,,,,,69,23,70,62,51,46,67,75,64,25,47,75,61,10,57,20,78,67,13,80,56,28,30,33,54,28,25,29,10,31,40,10,13,28,30,5,4,13,28,31,6,3,41,73,71,23,
孫皎,叔朗,孫皎,孙皎,Sūn Jiǎo,ソンコウ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,60,69,71,75,77,72,66,71,73,77,72,67,71,
孫策,伯符,孫策,孙策,Sūn Cè,ソンサク,,,65,89,98,99,17,88,94,93,82,96,91,85,74,89,95,93,85,69,92,95,83,62,97,96,96,78,64,97,92,70,58,90,91,78,70,94,95,92,75,72,95,90,69,66,92,92,92,69,70,92,96,92,74,70,
孫氏,,孫氏,孙氏,Sūn Shì,ソンシ,女,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,22,62,72,80,23,22,63,72,
孫秀,彥才,孫秀,孙秀,Sūn Xiù,ソンシュウ,,,,,,,,,,,60,75,76,68,59,80,67,72,41,60,61,71,40,59,68,67,57,59,75,68,54,53,56,60,58,47,56,60,61,52,49,61,55,52,53,58,67,55,51,53,57,68,,,,,
孫述,,孫述,孙述,Sūn Shù,ソンジュツ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,24,38,61,,,,,,,,,,,,,,,
孫峻,子遠,孫峻,孙峻,Sūn Jùn,ソンシュン,,,,,,,,,,,,,,,,,60,69,61,59,46,70,50,53,35,59,69,51,61,32,26,34,35,23,51,43,37,23,58,69,74,19,67,72,68,28,10,64,70,65,26,11,64,70,65,26,
孫韶,公禮,孫韶,孙韶,Sūn Sháo,ソンショウ,,,,,,,,,,,65,82,72,32,21,70,72,72,33,22,70,79,59,71,78,76,80,68,74,78,76,56,58,74,76,68,48,62,80,78,76,65,82,78,73,68,73,80,79,75,69,74,80,79,76,69,
孫尚香,,孫尚香,孙尚香,Sūn Shàngxiāng,ソンショウコウ,女,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,65,62,90,77,84,72,71,,,,,,72,86,67,63,86,76,86,70,63,
孫震,,孫震,孙震,Sūn Zhèn,ソンシン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,74,44,43,64,71,48,42,54,67,70,48,44,54,,,,,
孫靜,幼台,孫静,孙静,Sūn Jìng,ソンセイ,,,,,,,,,,,64,42,69,63,58,65,62,61,62,59,63,52,51,52,64,59,56,62,62,62,58,64,63,72,62,69,63,71,62,42,70,72,66,51,75,74,71,66,53,72,71,72,66,53,73,71,
孫仲,,孫仲,孙仲,Sūn Zhòng,ソンチュウ,,,,,,,,,,,,,,,,,,,,,,62,30,21,36,53,63,24,27,26,,,,,65,24,27,21,66,71,49,9,65,73,37,6,11,62,71,36,8,14,62,71,36,8,
孫綝,子通,孫綝,孙綝,Sūn Lín,ソンチン,,,,,,,,,,,,,,,,,63,74,23,25,29,74,22,41,28,49,71,40,17,25,56,38,36,18,42,35,28,18,19,40,59,8,25,40,65,8,6,25,39,65,17,7,58,55,65,17,
孫登,子高,孫登,孙登,Sūn Dēng,ソントウ,,,,,,,,39,38,80,31,23,35,50,56,80,34,32,51,56,78,12,81,70,89,52,39,77,71,91,35,63,76,81,35,61,76,81,67,47,78,88,59,39,79,74,84,62,37,79,80,87,62,37,79,80,
孫霸,子威,孫覇,孙霸,Sūn Bà,ソンハ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,64,61,65,,,,,,,,,,,,,,,
孫瑜,仲異,孫瑜,孙瑜,Sūn Yú,ソンユ,,,81,63,61,92,71,53,62,71,60,49,64,52,48,70,72,65,54,55,72,73,64,51,73,77,60,67,58,79,72,68,64,77,70,62,63,73,76,72,68,74,75,64,68,72,73,77,70,68,69,78,77,70,68,69,
孫翊,叔弼,孫翊,孙翊,Sūn Yì,ソンヨク,,,76,18,64,54,78,41,81,40,70,52,76,42,35,45,72,79,44,35,45,81,50,25,66,65,78,60,30,66,70,36,45,56,74,36,40,48,67,76,31,24,69,75,26,15,30,67,78,27,16,45,67,78,27,16,
孫亮,子明,孫亮,孙亮,Sūn Liàng,ソンリョウ,,,,,,,,55,28,86,23,20,29,70,79,88,29,27,80,64,88,16,82,57,90,24,23,79,71,94,26,56,75,63,22,62,76,67,24,11,71,76,24,10,74,76,69,21,7,70,76,70,32,26,70,76,
孫禮,德達,孫礼,孙礼,Sūn Lǐ,ソンレイ,,,,,,,,71,72,57,68,28,73,69,63,59,66,72,69,62,59,69,67,64,67,64,64,69,68,66,79,62,73,64,78,39,42,62,74,82,53,72,76,81,62,75,74,78,81,62,73,74,78,81,67,73,
孫魯育,小虎,孫魯育,孙鲁育,Sūn Lǔyù,ソンロイク,女,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,8,58,54,
孫朗,早安,孫朗,孙朗,Sūn Lǎng,ソンロウ,,,,,,,,,,,55,34,57,54,63,53,44,55,54,61,54,59,34,53,67,27,54,28,64,65,38,31,36,43,39,31,41,43,39,48,33,38,34,46,33,43,42,34,43,30,40,45,,,,,
孫魯班,大虎,孫魯班,孙鲁班,Sūn Lǔbān,ソンロハン,女,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,28,72,64,68,56,58,73,64,
孫𩅦,,孫𩅦,孙𩅦,Sūn Wān,ソンワン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,23,50,64,,,,,,,,,,,,,,,孫休子，名寫作「上雨下單」，音如湖水灣澳之灣。
戴員,,戴員,戴员,Dài Yuán,タイウン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,32,68,64,
大喬,,大喬,大乔,Dà Qiáo,ダイキョウ,女,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,80,90,80,22,26,74,76,,,,,,17,11,72,78,92,57,11,73,78,
太史享,元復,太史享,太史享,Tàishǐ Xiǎng,タイシキョウ,,,,,,,,,,,,,,,,,,,,,,,,,,51,69,50,36,44,64,53,53,56,64,47,50,56,59,69,43,63,57,66,50,61,58,57,66,48,59,60,57,66,48,59,
太史慈,子義,太史慈,太史慈,Tàishǐ Cí,タイシジ,,,88,47,97,84,34,68,95,71,81,73,94,67,59,70,82,95,65,49,70,96,67,39,72,71,97,65,58,70,93,58,57,67,91,58,52,75,79,92,62,56,81,90,67,59,79,82,93,66,58,79,90,93,69,58,
帶來洞主,,帯来洞主,带来洞主,Dàilái Dòngzhǔ,タイライドウシュ,,南蠻,,,,,,,,,,,,,,,52,69,13,11,14,69,20,36,34,40,65,24,41,30,52,58,42,60,62,46,42,56,51,56,51,40,51,56,55,44,65,51,53,53,43,62,51,53,54,43,
戴陵,,戴陵,戴陵,Dài Líng,タイリョウ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,40,32,48,71,74,41,52,64,75,45,36,51,70,75,39,48,50,70,75,39,48,
卓膺,,卓膺,卓膺,Zhuó Yīng,タクヨウ,,,,,,,,,,,61,25,65,50,38,58,50,64,51,38,59,64,49,36,58,63,60,57,48,52,58,31,38,42,62,31,38,45,,,,,,,,,,,,,,,,,,,
朵思大王,,朶思大王,朵思大王,Duǒsī Dàiwáng,ダシダイオウ,,南蠻,,,,,,66,53,36,62,31,68,51,40,39,77,85,31,35,42,81,67,39,48,61,72,67,58,40,52,70,56,48,58,70,50,46,65,59,70,43,54,60,70,57,51,62,59,70,54,47,62,59,70,54,三代作「朶思王」。
譚雄,,譚雄,谭雄,Tán Xióng,タンユウ,,,,,,,,22,81,32,71,40,80,23,19,30,66,80,22,20,26,78,21,20,22,52,77,19,28,20,66,18,26,20,73,24,27,43,64,74,19,22,59,73,17,19,36,58,73,14,20,37,58,73,14,20,
張允,,張允,张允,Zhāng Yǔn,チョウイン,,,73,71,62,41,81,70,61,42,50,21,59,60,68,44,50,58,60,69,45,62,61,59,52,67,59,60,65,49,63,34,40,46,68,38,47,44,72,68,54,64,73,68,54,53,49,72,67,42,56,48,72,67,42,56,
趙雲,子龍,趙雲,赵云,Zhào Yún,チョウウン,,,95,90,99,86,96,85,99,92,87,83,98,84,80,93,96,98,85,80,95,98,88,80,95,95,98,87,74,90,91,78,62,84,96,78,75,88,88,96,78,72,91,96,75,65,81,91,96,76,65,81,96,96,77,65,
張衛,,張衛,张卫,Zhāng Wèi,チョウエイ,,,88,35,75,22,86,33,73,68,62,24,72,35,31,64,62,71,35,31,65,74,35,33,65,65,70,29,37,64,75,34,35,61,69,34,34,62,68,65,42,41,73,68,53,49,65,74,66,45,44,61,74,66,45,44,
張英,,張英,张英,Zhāng Yīng,チョウエイ,,,,,,,,51,72,54,60,22,71,47,41,52,59,71,47,42,55,71,37,41,51,55,65,40,47,48,72,38,40,45,71,38,40,45,71,72,36,37,75,72,34,35,53,75,74,41,34,49,75,74,41,34,
張潁,,張潁,张颍,Zhāng Yǐng,チョウエイ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,68,65,69,,,,,,,,,,,,,,,
趙叡,,趙叡,赵叡,Zhào Ruì,チョウエイ,,,,,,,,,,,58,27,63,56,47,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
張燕,,張燕,张燕,Zhāng Yàn,チョウエン,,,,,,,,,,,75,70,71,52,44,75,76,69,53,44,76,76,48,41,71,78,66,47,43,73,74,45,38,53,81,50,40,56,79,83,51,58,82,80,54,55,61,82,81,53,48,63,76,81,57,48,
張橫,,張横,张横,Zhāng Héng,チョウオウ,,,69,31,74,18,18,30,71,20,62,20,70,31,26,29,56,71,31,27,29,72,29,21,25,53,67,25,35,22,48,38,26,42,60,37,26,48,67,68,26,31,61,66,25,27,45,59,70,23,24,49,59,70,23,24,
張溫 (東漢),伯慎,張温,张温,Zhāng Wēn,チョウオン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,67,76,78,,,,,,,,,,,,,,,,,,,後漢司空。
張溫 (東吳),惠恕,張温,张温,Zhāng Wēn,チョウオン,,,,,,,,71,27,74,21,13,25,58,69,72,26,20,59,69,60,15,61,63,69,21,30,69,68,67,26,56,77,82,23,56,77,78,14,12,68,85,17,11,68,77,77,17,10,71,78,70,32,10,72,78,
張華,茂先,張華,张华,Zhāng Huá,チョウカ,,,,,,,,,,,,,,,,,51,24,76,71,67,16,77,85,66,49,24,86,85,61,26,85,88,63,27,83,79,63,34,29,80,76,34,26,81,77,62,36,27,78,79,64,,,,,
張闓,,張闓,张闿,Zhāng Kǎi,チョウガイ,,,,,,,,,,,54,19,59,53,42,18,,,,,,69,19,15,21,48,69,19,33,19,59,18,21,18,53,24,10,16,36,63,15,1,36,66,11,1,5,34,66,8,1,10,34,66,8,1,
張角,,張角,张角,Zhāng Jiǎo,チョウカク,,,,,,,,,,,,,,,,,,,,,,50,95,88,99,93,25,93,80,99,,,,,51,81,80,99,92,26,87,82,90,27,86,80,98,86,25,86,80,98,87,25,86,80,
張既,德容,張既,张既,Zhāng Jì,チョウキ,,,85,60,55,49,82,,,,,,,,,,,,,,,,,,,,,,,,47,69,88,84,52,77,92,85,76,31,77,91,77,35,79,86,87,74,35,75,88,81,74,35,76,88,
張顗,,張顗,张顗,Zhāng Yǐ,チョウギ,,,84,44,49,24,51,32,65,21,60,49,67,30,21,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
張球,,張球,张球,Zhāng Qiú,チョウキュウ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,46,32,49,69,73,46,26,69,71,47,30,45,69,72,44,30,46,,,,,
